Region,City,Place Type,Place Category,Place Name,Rating,Review Text,Reviewer Language,Cleaned Review,neg,neu,pos,compound,Sentiment Label,Mismatch
North,Hail,hotel,lodging,Golden Tulip Hail,3.5,"I was recently visiting Hail and stayed in hotel.First impression is cleanliness and hospitality, but definitely need some “anti aging “ make over:) Staff are very professional and kind.Room was clean and spacious.My only complaint is for people who allegedly working for hotel but they are very unprofessional.I have had a very bad experience with taxi driver who was unprofessional and greedy and I miss my transport so I have to stay for one more night.",en,recently visiting hail stayed hotelfirst impression cleanliness hospitality definitely need “ anti aging “ make staff professional kindroom clean spaciousmy complaint people allegedly working hotel unprofessionali bad experience taxi driver unprofessional greedy miss transport stay one night,0.311,0.512,0.176,-0.765,negative,Aligned
North,Hail,hotel,lodging,Golden Tulip Hail,3.5,"Very nice service , very cooperative and kind. And it is in a brilliant location, with state-of-the-art facilities",en,nice service cooperative kind brilliant location stateoftheart facilities,0.0,0.333,0.667,0.875,positive,Aligned
North,Hail,hotel,lodging,Golden Tulip Hail,3.5,"Good hotel.
Service issue in the morning and rush hours.",en,good hotel service issue morning rush hours,0.0,0.674,0.326,0.4404,positive,Aligned
North,Hail,hotel,lodging,Golden Tulip Hail,3.5,"The only issue I had a problem with, and it was a problem, was that I was told I could have my laundry picked up, and it would be ready by 8 pm that evening.

I gave them my laundry and they said it would be back by 8 pm.  It was not back by 8 pm.  The next day, 24 hours later, it was still not ready.  The people in housekeeping had no idea where it was, and they told me the man who picked it up didn't know.

This created a problem because I was trying to pack up so I could leave the next day very early.  This almost caused a delay in my departure.

Also, I had booked a room with breakfast.  I was told that since I was leaving early, before breakfast was available, that I would be able to have a refund on the breakfast, which I paid for, which I would not be having.

When I checked out, they told me that I couldn't have a refund on the breakfast.  So basically I paid for breakfast but I couldn't eat it, and I could have a refund, so they kept the money I paid.  That's not acceptable at all.

The room was comfortable, but the sofa was kind of dirty.  But the room was comfortable.  The bed was clean.  The sheets were definitely clean.

Ha'il is a cool city.  I really liked it, and the people I met were good.  This hotel has potential.  It could be so much better.

The gym is very good, although some of the equipment needs to be repaired.  But it still works and it does the job.  The gym opens at 2 pm though, which I think is not acceptable.",en,issue problem problem told could laundry picked would ready pm evening gave laundry said would back pm back pm next day hours later still ready people housekeeping idea told man picked didnt know created problem trying pack could leave next day early almost caused delay departure also booked room breakfast told since leaving early breakfast available would able refund breakfast paid would checked told couldnt refund breakfast basically paid breakfast couldnt eat could refund kept money paid thats acceptable room comfortable sofa kind dirty room comfortable bed clean sheets definitely clean hail cool city really liked people met good hotel potential could much better gym good although equipment needs repaired still works job gym opens pm though think acceptable,0.103,0.619,0.278,0.9779,positive,Aligned
North,Hail,hotel,lodging,Millennium Hotel Hail,4.6,"This is the second time I stay at this hotel as it's conveniently located midway between Riyadh and Amman. I travel by car to Amman from Dubai and I usually stay in Riyadh for a couple of days. The trip from Riyadh to Amman is the longest part of the trip at 1500 Km. I don't drive fast as I prefer to drive safe, so I stay between 110-115Km/hr, this mean that with the border crossing the Riyadh-Amman trip is around a 20-hr drive. I did it a few times, then I realized that this hotel exists. So now this trip is split in half and I get to sleep, eat, and shower before I continue my trip. Staya at this hotel are uneventful. The rooms are clean, the food is good, and that is all what I ask for. The price (350-400 Riyals per night) is not overly expensive considering the value I'm getting for my stay. Will definitely be back on my next road trip to stay at this hotel.",en,second time stay hotel conveniently located midway riyadh amman travel car amman dubai usually stay riyadh couple days trip riyadh amman longest part trip km dont drive fast prefer drive safe stay kmhr mean border crossing riyadhamman trip around hr drive times realized hotel exists trip split half get sleep eat shower continue trip staya hotel uneventful rooms clean food good ask price riyals per night overly expensive considering value im getting stay definitely back next road trip stay hotel,0.0,0.847,0.153,0.9118,positive,Aligned
North,Hail,hotel,lodging,Millennium Hotel Hail,4.6,"""I had the pleasure of staying one night at the Millennium Hotel Hail with my family, and it was a fantastic experience! From the smooth check-in process to the stunning hotel lobby featuring a Starbucks, everything was top-notch.

The rooms were spacious, beautifully designed, and offered breathtaking views of the mountains. The hotel boasts excellent amenities, including a well-equipped gym, a large swimming pool, and an indoor heated pool exclusively for women. The spa center was an added bonus for relaxation.

The restaurants served delicious food, and the desserts were simply outstanding—a must-try!

I highly recommend this hotel for a weekend getaway to enjoy its wonderful amenities and serene atmosphere. Looking forward to returning!""",en,pleasure staying one night millennium hotel hail family fantastic experience smooth checkin process stunning hotel lobby featuring starbucks everything topnotch rooms spacious beautifully designed offered breathtaking views mountains hotel boasts excellent amenities including wellequipped gym large swimming pool indoor heated pool exclusively women spa center added bonus relaxation restaurants served delicious food desserts simply outstanding—a musttry highly recommend hotel weekend getaway enjoy wonderful amenities serene atmosphere looking forward returning,0.0,0.54,0.46,0.9923,positive,Aligned
North,Hail,hotel,lodging,Millennium Hotel Hail,4.6,"The room was perfect and super comfy and clean!
I try massage with Marsil, the deep tissue, and it was really good.
I love the whole experience",en,room perfect super comfy clean try massage marsil deep tissue really good love whole experience,0.0,0.358,0.642,0.9582,positive,Aligned
North,Hail,hotel,lodging,Millennium Hotel Hail,4.6,"People are extremely nice and kind, workers in the hotel reception are professionals, kind and hospitable, rooms are old but not bad really.
The issue of this hotel is restaurant, food is limited, non-professional workers (not a five stars or even 2 stars level hotel) services is very slow, staff on their mobiles, omelet is so oily, I asked for something they did not bring until.i finished and about to leave... seriously if i have an event i might cancel just because of restaurant service and food variety
Housekeeping also slow in service, I asked for sething until I.left (3nights) did not get it",en,people extremely nice kind workers hotel reception professionals kind hospitable rooms old bad really issue hotel restaurant food limited nonprofessional workers five stars even stars level hotel services slow staff mobiles omelet oily asked something bring untili finished leave seriously event might cancel restaurant service food variety housekeeping also slow service asked sething ileft nights get,0.15,0.698,0.152,0.4853,positive,Aligned
North,Hail,hotel,lodging,Millennium Hotel Hail,4.6,"had an excellent experience at Millennium Hotel Hail. The staff is incredibly professional, especially Ibrahim, who went above and beyond to ensure my stay was comfortable. The service was prompt, the environment was clean and welcoming, and the hospitality was top-notch. Highly recommend this hotel for its exceptional service and friendly staff.",en,excellent experience millennium hotel hail staff incredibly professional especially ibrahim went beyond ensure stay comfortable service prompt environment clean welcoming hospitality topnotch highly recommend hotel exceptional service friendly staff,0.0,0.483,0.517,0.9661,positive,Aligned
North,Hail,hotel,lodging,شقق تاج الملقى,3.8,Thanks alot for Mr.Amer,en,thanks alot mramer,0.0,0.408,0.592,0.4404,positive,Aligned
North,Hail,hotel,lodging,شقق تاج الملقى,3.8,They are very polite. Rooms okay,en,polite rooms okay,0.0,0.513,0.487,0.2263,positive,Aligned
North,Hail,hotel,lodging,شقق تاج الملقى,3.8,Normally good places near gorden and restaurants.,en,normally good places near gorden restaurants,0.0,0.633,0.367,0.4404,positive,Aligned
North,Hail,hotel,lodging,شقق تاج الملقى,3.8,It's nice and good price,en,nice good price,0.0,0.149,0.851,0.6908,positive,Aligned
North,Hail,hotel,lodging,شقق تاج الملقى,3.8,Rooms are available and service is good,en,rooms available service good,0.0,0.508,0.492,0.4404,positive,Aligned
North,Hail,hotel,lodging,Raoum Inn Hail,3.3,"The rooms are really good, the only issue is water in the shower is really don't have any pressure
Rest everything is good,

The view is awesome, the staff are very welcome",en,rooms really good issue water shower really dont pressure rest everything good view awesome staff welcome,0.0,0.413,0.587,0.9398,positive,Aligned
North,Hail,hotel,lodging,Raoum Inn Hail,3.3,"Arrived at hotel
Very good receptionist
And hotel rooms are cleaned have a good view",en,arrived hotel good receptionist hotel rooms cleaned good view,0.0,0.547,0.453,0.7003,positive,Aligned
North,Hail,hotel,lodging,Raoum Inn Hail,3.3,"Great hotel, with nice view and easy outside services.
Stuff are helpful and cooperative people.",en,great hotel nice view easy outside services stuff helpful cooperative people,0.0,0.357,0.643,0.9118,positive,Aligned
North,Hail,hotel,lodging,Raoum Inn Hail,3.3,"Absolutely disgusting. I found a hair in the bed before even touching it, a cockroach came to greet me out the bathroom, no towels, the faucets are both broken, and the soap bar looks used. -1/10 cleanliness. Plus its 230 for one night? Horrendous experience.",en,absolutely disgusting found hair bed even touching cockroach came greet bathroom towels faucets broken soap bar looks used cleanliness plus one night horrendous experience,0.322,0.608,0.07,-0.8516,negative,Aligned
North,Hail,hotel,lodging,Raoum Inn Hail,3.3,Very Bad Management Not good Sarvice Not Good Behaviour 9am to 9pm  Reception Manager,en,bad management good sarvice good behaviour pm reception manager,0.229,0.392,0.379,0.3182,positive,Aligned
North,Hail,hotel,lodging,Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,4.2,"One of the best hotels I’ve experienced in Hail! The staff is incredibly accommodating they never say no to any request. The service was exceptional, the room was comfortable, the breakfast was fantastic, and the check-in process was seamless. I will definitely be returning!",en,one best hotels ’ experienced hail staff incredibly accommodating never say request service exceptional room comfortable breakfast fantastic checkin process seamless definitely returning,0.0,0.53,0.47,0.9337,positive,Aligned
North,Hail,hotel,lodging,Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,4.2,Not recommended regarding food today we had a iftar dinner at hotel. They put to much salt in all servings. To much crowded. Zero management. Never looked a four star hotel. Disappointed totally.,en,recommended regarding food today iftar dinner hotel put much salt servings much crowded zero management never looked four star hotel disappointed totally,0.124,0.803,0.072,-0.3182,negative,Aligned
North,Hail,hotel,lodging,Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,4.2,"worst service I’ve ever experienced. The attitude and approach of staffs are below low standard. From reception, housekeeping to bell service, they seem like they hate their job and spreading the same negative vibes to the guest/s. Specially the Sudanese guy at the reception, unbelievably unacceptable act from front of the house.",en,worst service ’ ever experienced attitude approach staffs low standard reception housekeeping bell service seem like hate job spreading negative vibes guests specially sudanese guy reception unbelievably unacceptable act front house,0.389,0.553,0.058,-0.9371,negative,Mismatch
North,Hail,hotel,lodging,Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,4.2,Nice hotel 🏨 great location. Bedroom was very comfy and spacious. The staff are friendly and helpful,en,nice hotel 🏨 great location bedroom comfy spacious staff friendly helpful,0.0,0.317,0.683,0.9169,positive,Aligned
North,Hail,hotel,lodging,Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,4.2,"Receptionist is kind and helpful
Quiet
Clean
Have centered heater in rooms
Cozy",en,receptionist kind helpful quiet clean centered heater rooms cozy,0.0,0.403,0.597,0.836,positive,Aligned
North,Hail,hotel,lodging,ديزرت رووز للوحدات السكنية,3.7,Beautiful hotel neat and clean with all the necessities.  Great taste of decor and wonderful service . Breakfast was included .,en,beautiful hotel neat clean necessities great taste decor wonderful service breakfast included,0.0,0.287,0.713,0.9545,positive,Aligned
North,Hail,hotel,lodging,ديزرت رووز للوحدات السكنية,3.7,"Hail is one of my favorite cities to visit.
It's my first time staying in this hotel, and my experience is very good.
Just one small issue is that the elevator is really small, and a wheelchair ♿️ is really hard to fit into it.",en,hail one favorite cities visit first time staying hotel experience good one small issue elevator really small wheelchair ♿️ really hard fit,0.059,0.593,0.348,0.8066,positive,Aligned
North,Hail,hotel,lodging,ديزرت رووز للوحدات السكنية,3.7,I would return to this hotel.  Check-in was quick and reception was pleasant.  The room was clean and a good size.  The bed was very comfortable - so good after a long day driving.  The bathroom was clean and also a good size for a hotel in this price range.  They also provided shampoo and conditioner.  The air conditioner worked well and was a  modern type so was also quiet.  I thought the price was very reasonable.  The only negative was we couldn't get the wifi  to work.  All in all a nice place to stay.,en,would return hotel checkin quick reception pleasant room clean good size bed comfortable good long day driving bathroom clean also good size hotel price range also provided shampoo conditioner air conditioner worked well modern type also quiet thought price reasonable negative couldnt get wifi work nice place stay,0.055,0.565,0.38,0.9633,positive,Aligned
North,Hail,hotel,lodging,ديزرت رووز للوحدات السكنية,3.7,"Surprisingly ok. I’ve been to few budget hotels around the kingdom for work. This is certainly one of the better ones, clean, comfortable, little kitchen area & TV/ sitting area👍",en,surprisingly ok ’ budget hotels around kingdom work certainly one better ones clean comfortable little kitchen area tv sitting area👍,0.0,0.453,0.547,0.9287,positive,Aligned
North,Hail,hotel,lodging,ديزرت رووز للوحدات السكنية,3.7,It’s very comfortable and affordable living here. Loved the environment. Receptionist all are very friendly. Herfy is nearby. Even the patrol pump food shop all at the door steps. Very neat n tidy rooms spacious also. Just needed a microwave maybe. It’s cafe is very nice. Not far off from city centre. I would love to come again n stay here. Thanks,en,’ comfortable affordable living loved environment receptionist friendly herfy nearby even patrol pump food shop door steps neat n tidy rooms spacious also needed microwave maybe ’ cafe nice far city centre would love come n stay thanks,0.0,0.537,0.463,0.9729,positive,Aligned
North,Hail,hotel,lodging,فندق العييري 4,3.1,Beds are comfortable. Bed sheets and pillows are clean. Room have bad smell. Ac on heating mod is not working. Not possible to sleep during winter. Cleaning staff ignored the dirty floor and bin  . Manager is always ignored the complaint from customer.,en,beds comfortable bed sheets pillows clean room bad smell ac heating mod working possible sleep winter cleaning staff ignored dirty floor bin manager always ignored complaint customer,0.337,0.51,0.153,-0.7351,negative,Aligned
North,Hail,hotel,lodging,فندق العييري 4,3.1,"The baddest hotel I've ever seen in my life
I have been through 25 countries, and I've visited more than 100 hotels and hostels, but this was the baddest at all in everything, starting from the bed's smell and blankets and sheets and receptionist and his behavior, unfortunately there's no manager there or supervision at that",en,baddest hotel ive ever seen life countries ive visited hotels hostels baddest everything starting beds smell blankets sheets receptionist behavior unfortunately theres manager supervision,0.094,0.906,0.0,-0.34,negative,Aligned
North,Hail,hotel,lodging,فندق العييري 4,3.1,Total is great 👍,en,total great 👍,0.0,0.196,0.804,0.6249,positive,Aligned
North,Hail,hotel,lodging,فندق العييري 4,3.1,"Not satisfied, maybe because I had a high expectation. No microwave or utensil in the room as against other hotels I have stayed in",en,satisfied maybe high expectation microwave utensil room hotels stayed,0.0,0.741,0.259,0.4215,positive,Aligned
North,Hail,hotel,lodging,فندق العييري 4,3.1,Good 👍,en,good 👍,0.0,0.0,1.0,0.4404,positive,Aligned
North,Hail,hotel,lodging,Manazel Hail Furnished Apartments,3.6,"We got a superior apartment with two bedrooms - 1 queen, 2 singles and a mattress for the den. There is a kitchen with cups for tea, air-con, big bathroom with hot water. The wifi is not great. The Nepalese front desk manager was really nice. It is a bit out of town but near to the airport.",en,got superior apartment two bedrooms queen singles mattress den kitchen cups tea aircon big bathroom hot water wifi great nepalese front desk manager really nice bit town near airport,0.0,0.709,0.291,0.8932,positive,Aligned
North,Hail,hotel,lodging,Manazel Hail Furnished Apartments,3.6,very good room and good stap,en,good room good stap,0.0,0.256,0.744,0.7003,positive,Aligned
North,Hail,hotel,lodging,Manazel Hail Furnished Apartments,3.6,Good,en,good,0.0,0.0,1.0,0.4404,positive,Aligned
North,Hail,hotel,lodging,Manazel Hail Furnished Apartments,3.6,"The location is excellent, near a station and services, and the air conditioning is excellent. We came in the winter, a cold wave, and we turned on the air conditioners at 30. The only drawback is that the mattresses are hard, and no one can sleep on them. I wish they could be replaced..",en-US,location excellent near station services air conditioning excellent came winter cold wave turned air conditioners drawback mattresses hard one sleep wish could replaced,0.046,0.623,0.331,0.8658,positive,Aligned
North,Hail,hotel,lodging,فندق العييري,3.0,"Location was good. Room are clean but there was no iron , electric heater, washing machine and other crockery. Rate was high. Water was not good also. There are all things Available in Rose hotel buryda in same rates. Refrigerator microwave etc.every thing available in Rose hotel .",en,location good room clean iron electric heater washing machine crockery rate high water good also things available rose hotel buryda rates refrigerator microwave etcevery thing available rose hotel,0.0,0.746,0.254,0.8176,positive,Aligned
North,Hail,hotel,lodging,فندق العييري,3.0,"The service was good and room is clean. The ambience is good also friendly stuff and the location easy to locate the room rate also affordable..

I recommend to stay here and coming back.",en,service good room clean ambience good also friendly stuff location easy locate room rate also affordable recommend stay coming back,0.0,0.45,0.55,0.9442,positive,Aligned
North,Hail,hotel,lodging,فندق العييري,3.0,Very bad service and WiFi connected without internet.  Even they don't provide bath towel.,en,bad service wifi connected without internet even dont provide bath towel,0.259,0.741,0.0,-0.5423,negative,Aligned
North,Hail,hotel,lodging,فندق العييري,3.0,Very bad behavior.staff unfriendly service too bad,en,bad behaviorstaff unfriendly service bad,0.826,0.174,0.0,-0.8591,negative,Aligned
North,Hail,hotel,lodging,فندق العييري,3.0,"Very Economical restaurants located in Al Aziziyah district
Single and Family 👪 or Double rooms available with kitchen and restrooms
Lifts are functional
Parking available",en,economical restaurants located al aziziyah district single family 👪 double rooms available kitchen restrooms lifts functional parking available,0.0,1.0,0.0,0.0,neutral,Aligned
North,Hail,hotel,lodging,Wafi HOTEL,3.9,"one of the best hotel in the town, everytime you stay here is more exciting and better than the previous, Quality of Service, Room amenities are excellent,
Receptionist staff are very warm welcoming.
must recommended place for families,
there is also playing area for kids.",en,one best hotel town everytime stay exciting better previous quality service room amenities excellent receptionist staff warm welcoming must recommended place families also playing area kids,0.0,0.446,0.554,0.9657,positive,Aligned
North,Hail,hotel,lodging,Wafi HOTEL,3.9,"This review is for an apartment room with kitchenette and seating area.  Wafi Hotel is a place in need of some internal maintainenece on its rooms.  We had a faulty air conditioner on arrival so were moved to another room that had weak water pressure in the shower and kitchen cupboard doors unable to close properly. In the morning we found water from the kitchenette sink leaking out of the cupboards on to the floor.

On the plus side the reception was welcoming and helpful and moved us as required, the rooms were clean and spacious, the fridge worked well, the bed was very comfortable as was the lounge seating.  Wifi worked well in the foyer but was intermittent in the upper level room.

With attention given to the maintainence in the rooms this could be a very good hotel.",en,review apartment room kitchenette seating area wafi hotel place need internal maintainenece rooms faulty air conditioner arrival moved another room weak water pressure shower kitchen cupboard doors unable close properly morning found water kitchenette sink leaking cupboards floor plus side reception welcoming helpful moved us required rooms clean spacious fridge worked well bed comfortable lounge seating wifi worked well foyer intermittent upper level room attention given maintainence rooms could good hotel,0.085,0.7,0.216,0.886,positive,Aligned
North,Hail,hotel,lodging,Wafi HOTEL,3.9,Hotel is decorated. Room is fine. Don't drink water from water dispenser installed near reception. It's ordinary water. It's not filtered water.,en,hotel decorated room fine dont drink water water dispenser installed near reception ordinary water filtered water,0.0,0.893,0.107,0.2023,positive,Aligned
North,Hail,hotel,lodging,Wafi HOTEL,3.9,Good place. Clean and very good service.. you must try this for your next stay in hail.,en,good place clean good service must try next stay hail,0.0,0.38,0.62,0.8316,positive,Aligned
North,Hail,hotel,lodging,Wafi HOTEL,3.9,Good,en,good,0.0,0.0,1.0,0.4404,positive,Aligned
North,Hail,hotel,lodging,Almasah Altaj Aparthotel 2,3.9,"I will give full stars
The place is clean, the washroom is shiny the kitchen is spotless. I loved to stay here its cozy and nice.",en,give full stars place clean washroom shiny kitchen spotless loved stay cozy nice,0.0,0.515,0.485,0.8555,positive,Aligned
North,Hail,hotel,lodging,Almasah Altaj Aparthotel 2,3.9,"One of the best located hotels , with rooms no less than some royal bungalows",en,one best located hotels rooms less royal bungalows,0.0,0.625,0.375,0.6369,positive,Aligned
North,Hail,hotel,lodging,Almasah Altaj Aparthotel 2,3.9,Fantastic,en,fantastic,0.0,0.0,1.0,0.5574,positive,Aligned
North,Hail,hotel,lodging,Almasah Altaj Aparthotel 2,3.9,"Not much to say..
Don't Make it your first choice",en,much say dont make first choice,0.0,1.0,0.0,0.0,neutral,Aligned
North,Hail,hotel,lodging,مقام المستقبل (ريزيدنس) للشقق المخدومه,4.6,Very good 👍,en,good 👍,0.0,0.0,1.0,0.4404,positive,Aligned
North,Hail,hotel,lodging,مقام المستقبل (ريزيدنس) للشقق المخدومه,4.6,A unique exprince,en,unique exprince,0.0,1.0,0.0,0.0,neutral,Aligned
North,Hail,hotel,lodging,مقام المستقبل (ريزيدنس) للشقق المخدومه,4.6,Not recommended,en,recommended,0.0,0.0,1.0,0.2023,positive,Aligned
North,Hail,hotel,lodging,مقام المستقبل (ريزيدنس) للشقق المخدومه,4.6,"This is the first time I come here, and I came there by chance. My attention was caught by the appearance of the hotel, its luxury, and a very, very excellent price. Their treatment and reception were very elegant, and the receptionist was a fine person. I asked to sit down until three o’clock in the afternoon because of my flight at night. She said, “Never take your time. The place is empty and sit until 4 o’clock in the afternoon. I hope they stay as they are.”",en-US,first time come came chance attention caught appearance hotel luxury excellent price treatment reception elegant receptionist fine person asked sit three ’ clock afternoon flight night said “ never take time place empty sit ’ clock afternoon hope stay ”,0.04,0.662,0.298,0.8934,positive,Aligned
North,Hail,hotel,lodging,شقق حدائق الزيتون للشقق المخدومة OLIVE SUITES,4.3,"I am highly satisfied with front desk, rooms and service. It is very good value for money. Rooms are spacious and clean. Amenity kit was of very good standard for a hotel in this price range. Good luck to the staff, we thank them for the good work.",en,highly satisfied front desk rooms service good value money rooms spacious clean amenity kit good standard hotel price range good luck staff thank good work,0.0,0.387,0.613,0.9729,positive,Aligned
North,Hail,hotel,lodging,شقق حدائق الزيتون للشقق المخدومة OLIVE SUITES,4.3,Very nice furnished apartments. Extremely clean and very well decorated. We stayed in a one bedroom apartment. The bed was very comfortable. The local area has plenty of shops and restaurants. We would definitely recommend staying here if visiting Hail.,en,nice furnished apartments extremely clean well decorated stayed one bedroom apartment bed comfortable local area plenty shops restaurants would definitely recommend staying visiting hail,0.0,0.486,0.514,0.943,positive,Aligned
North,Hail,hotel,lodging,شقق حدائق الزيتون للشقق المخدومة OLIVE SUITES,4.3,"The rooms are humongous,self contained rooms. Suitable for family and even can be used as a meeting. The environment is serene. In summary it's wow!!",en,rooms humongousself contained rooms suitable family even used meeting environment serene summary wow,0.0,0.618,0.382,0.7783,positive,Aligned
North,Hail,hotel,lodging,شقق حدائق الزيتون للشقق المخدومة OLIVE SUITES,4.3,Spacious tidy rooms... well furnished... neat n clean... attached kitchn with necessary utensils...overall a good choice,en,spacious tidy rooms well furnished neat n clean attached kitchn necessary utensilsoverall good choice,0.0,0.457,0.543,0.8658,positive,Aligned
North,Hail,hotel,lodging,شقق حدائق الزيتون للشقق المخدومة OLIVE SUITES,4.3,"The hotel is simple and clean, its good if you are on buisness and the staff are friendly.",en,hotel simple clean good buisness staff friendly,0.0,0.312,0.688,0.8316,positive,Aligned
North,Hail,hotel,lodging,Rakaia Hotel,4.9,"Hotel is located at a very good area of the city. The rooms have a very large area and very clean. Both rooms and toilets.
The administration team are very nice, however, room service needs to be improved.",en,hotel located good area city rooms large area clean rooms toilets administration team nice however room service needs improved,0.0,0.566,0.434,0.8885,positive,Aligned
North,Hail,hotel,lodging,Rakaia Hotel,4.9,"Amazing experience at Rakaia Hotel! The hotel is brand new, very affordable, and in a great location. The rooms were spotless and well-maintained, offering great comfort at an unbeatable price. The staff were friendly and accommodating, making sure we had everything we needed for a pleasant stay. Highly recommend if you’re looking for a clean and budget-friendly place to stay!",en,amazing experience rakaia hotel hotel brand new affordable great location rooms spotless wellmaintained offering great comfort unbeatable price staff friendly accommodating making sure everything needed pleasant stay highly recommend ’ looking clean budgetfriendly place stay,0.0,0.462,0.538,0.9819,positive,Aligned
North,Hail,hotel,lodging,Rakaia Hotel,4.9,"Stayed for one night it was a great experience, hot water and clean rooms and excellent service and welcoming",en,stayed one night great experience hot water clean rooms excellent service welcoming,0.0,0.374,0.626,0.9246,positive,Aligned
North,Hail,hotel,lodging,Rakaia Hotel,4.9,"I stayed there for 5 days, first time in the city Hail.
Great city and great people. This hotel, which is very new in the time of my visit, was excellent. I was there last week.
Price is great, the cleanliness of the place is great which is very important to me, all the amenities which were included are excellent and staff are friendly but not that experienced, specially, room service staff.
I have so many positive things to say about the hotel and the staff there, really.
Some pointers were given to the staff about the things I wish they have/do or I think should be considered later on with the amenities and/or overall service, they were listening and interested to know and discuss my points.
I wish and I hope that when I get back again, which I'll, the service is better.
Best of luck, hopefully this will help you decide.
I don't review at all but this was worth posting about.
👍",en,stayed days first time city hail great city great people hotel new time visit excellent last week price great cleanliness place great important amenities included excellent staff friendly experienced specially room service staff many positive things say hotel staff really pointers given staff things wish havedo think considered later amenities andor overall service listening interested know discuss points wish hope get back ill service better best luck hopefully help decide dont review worth posting 👍,0.038,0.45,0.512,0.995,positive,Aligned
North,Hail,hotel,lodging,Rakaia Hotel,4.9,Great 2 nights clean and friendly staff best place to stay in hail,en,great nights clean friendly staff best place stay hail,0.0,0.205,0.795,0.9382,positive,Aligned
North,Hail,hotel,lodging,Comfort Hotel Suites,3.9,"Really nice appartments, spacious and clean. And outstanding and super friendly service  provided by Nawaf. He gave us a lot of super hints for restaurants and things to do and helped us in any way. Thanks again!! And a lot of shops and restaurants are in foot-walking distance. Definitely worth a recommendation!!",en,really nice appartments spacious clean outstanding super friendly service provided nawaf gave us lot super hints restaurants things helped us way thanks lot shops restaurants footwalking distance definitely worth recommendation,0.0,0.426,0.574,0.9804,positive,Aligned
